region	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Asia	Asia	Asia	Asia	Asia	Asia	Asia	Asia	America	America	America	America	America	America	America	America	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Other	Other	Other	Other	Other	Other	Other	Other
sector	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other
stressor																																																
NOx - non combustion - Nickel, unwrought - air	1.85795470846	657.975125188	210682.980682	321.906929783	225.650855498	1512.34209219	144.483333534	3135.06205554	0	0	154958.735781	0	0	0	0	0	149.141183023	4519.2852598	186787.279356	18413.3605839	186.976789506	2659.97964105	503.693930429	3623.96005112	7.25093382588	0	143809.492281	105.675944899	0	5881.28912284	1.73626382309	4158.53825295	25.5021728857	386.294250005	37510.1707773	185.380846409	52.3409384709	278.410590734	63.2748603303	875.796711245	30.8508571881	759.832749594	109855.526207	791.295807034	299.586317728	5781.35079126	276.261594845	1607.72005209
NOx - non combustion - Oil refinery - air	109365.864217	16381900.8611	196837261.712	218216.786001	349044.886716	846740.541417	1050455.38526	2745392.76985	9.10678495546	2615840.36557	81320159.8528	73020.4204543	3425.80775768	40524.2251635	1671.34726335	2886.15020907	64148.644529	34657234.7406	361350835.579	2072889.99958	612091.869608	1083688.02601	582192.582214	2938007.30021	194.244624784	0	5951237.44216	0.0309771819622	0	783.487454636	0	35491.1026997	8013.66268514	67761779.9106	140434073.918	2352711.17691	173921.814917	2135385.15995	231187.773488	6251156.1234	10324.4029091	147303474.875	438363508.342	11470658.0091	233561.21313	2978880.83034	241347.330893	9285868.28423
NOx - non combustion - Pig iron production, blast furnace - air	414705.298709	479746.775771	133122064.357	377004.688302	159175.060756	1870805.99084	220486.300168	1849592.56672	0.745769696564	1339.26660397	438089371.14	1967.93233313	1289.46854643	8750.86340693	1.08077126569e-05	89882.2178865	12657.481384	697491.487031	90760133.0465	173419.611732	11994.8440223	232743.850731	21842.4474866	226079.948942	64.0977779909	0	4557716.27911	0	0	53968.4437071	15.3484579696	127394.094207	13362.0583523	608313.039074	18099897.1609	41634.3075924	20662.5183984	100405.936874	16255.7769221	200754.63569	1323.56893846	1134099.53095	46523120.955	57891.8749629	33219.0397235	232835.458875	20800.6264095	239939.841627
NOx - non combustion - Production of coke oven coke - air	132670.97802	443277.877928	68435558.9246	868695.883562	282395.646704	1597316.20173	825999.01093	3202550.64046	1.367891693	3561.28515985	348807826.442	2448.52570988	2444.29582176	311210.814894	0	7213.21323164	7809.17643778	202915.763162	23770317.8017	74062.6628881	25238.3611515	220287.972581	49994.6781865	283386.577133	136.225649827	0	2026085.16594	0	0	112959.311898	32.6197526072	44450.4483427	1178.94270071	264386.862671	1519502.308	97128.9295999	18980.0565581	207212.360606	91818.0534104	1248063.45741	1573.52112436	300257.33029	2136456.93193	108598.630659	43930.8877084	395444.89914	92471.7531516	143383.888654
NOx - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	1933531.90276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOx - non combustion - Refined copper; unwrought, not alloyed - air	26.9587964938	8478.29889392	1022812.36651	4097.15589448	1322.71568799	7591.11973711	808.597793521	19327.479317	0.00291374335572	5.72238864393	2608041.39016	137.985645989	145.32072845	1939.93969991	0.00295649731866	194.9117704	965.331145193	14912.1526719	1658831.22041	76638.8900368	80.4893816201	13233.1016634	1043.94425397	7314.78312	0	0	504332.951271	515.690046134	0	899.006943462	0	16708.2186334	1557.75958953	11164.5241245	231949.685508	2743.90037917	907.384275934	7520.06864272	1863.9336348	10198.1386202	310.847035083	6776.88330051	491063.420978	2553.38115911	1047.89567102	13709.5871263	1426.11642186	5845.77105937
NOx - non combustion - Refined lead, unwrought - air	62.9806997789	2350.92255859	714150.888416	3545.0905369	1765.45395744	11681.5134531	689.724591505	10753.4505359	0.000565387195308	1.23345621221	2919272.59436	6.49379640412	8.50962517992	141.04850165	4.37654322101e-05	37.7511785163	829.421988052	11394.2493455	1069508.17	85455.7933512	236.136444862	5273.68878422	1725.95976295	6591.83087772	7.27488997601	0	207786.542267	227.261149649	0	6112.07203038	1.74200021482	6977.12776322	317.00891171	16727.7872833	96336.231906	1415.74392811	450.447209699	1869.57464021	424.127413807	4906.00347754	33.4884397467	11651.5067081	202774.550906	1914.43310792	828.676969293	8431.17998468	1139.62316618	3800.35301641
NOx - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	6499.68334692	1445.69660005	6978153.88299	73668.5650523	4342.15380725	89396.5485259	15141.9206137	130682.028939	0.00383112763647	2.27333883742	117284838.789	17303.5261778	16470.9944854	16073.8609003	0	60.1284613124	35962.9885301	38916.6608462	8771707.34925	170073.866146	8400.25890836	154602.25556	14827.0808253	159581.60586	0	0	1495380.21056	5403.71537904	0	7945.00686945	0	11586.125473	3403.57097246	4494.80538497	1601846.74323	17202.9614749	5363.54579162	68465.6849756	2780.58618225	55780.0462992	9297.55217079	18627.0441589	3686254.48714	88043.8299886	24912.5606605	1528031.98627	27539.6039565	262637.885765
NOx - non combustion - Steel production: basic oxygen furnace - air	78141.4231273	72122.6937634	16934563.6814	57682.6654866	25740.0349228	280300.678641	33122.2906283	260876.773127	0.080414327053	142.260568069	59557193.7739	1989.93801876	3057.08953563	11611.5126731	5.57961574153e-05	10119.8592679	1458.08495478	80543.4779622	11607062.4487	24494.1134931	1381.81085608	27103.8794269	2537.57462285	27416.5753429	8.74884626622	0	622092.688714	0	0	7366.27121907	2.09494468307	17388.2992574	1539.24905415	70074.9274802	2085026.78635	4796.08507105	2380.22923286	11566.3125613	1872.59242492	23126.0315556	152.967660446	130825.686098	5387681.93812	6708.94178714	3843.32927654	26961.3537362	2405.72374533	27733.2301289
NOx - non combustion - Steel production: electric arc furnace - air	42204.5723173	77394.6480241	19025932.67	59892.1481014	45842.4102797	231754.718446	27033.733021	270657.077499	0.46482058687	834.985557461	31458366.2475	1017.75727812	460.949546454	4053.34280978	3.19416875769e-07	15784.1278896	1281.58217976	71380.0624606	19449282.0296	34772.0804611	1214.71337966	24681.4692947	2293.20694911	28166.1900888	4.45784314915	0	316977.981569	0	0	3753.37280933	1.06744758327	8859.94659879	1352.92127633	61592.2810344	1832632.01843	4215.51373913	2092.09988662	10166.1978032	1645.91306828	20326.6001978	134.19710186	114896.215685	4721031.20251	5876.43268181	3369.61979413	23626.534868	2109.6306846	24328.6457177
NOx - non combustion - Sulphuric acid production - air	21784.4745674	18685.1400111	2761548.83772	8279.6120346	1656.14426217	72949.1044923	9265.1184457	141825.659936	3984.74871008	4.1317382832	5512669.59472	151.636482769	238.557281873	5147.40808007	5.17006844161e-05	701.739149728	1251.64480213	7790.6212517	2364221.06587	344.415682406	17.3365243475	3138.04895946	283.806118	13507.675905	26.9965050386	0	278263.606997	122.695100468	0	24235.5451906	8.81560005809	14562.533353	28162.1121199	16694.60672	403529.120778	3803.31607087	167.25942644	1592.6134086	238.690831468	7169.65433405	28435.2842203	96088.0773953	987800.661673	8122.16653056	1933.61067712	24146.4140269	1798.87806271	26826.5389345
NOx - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	14.008361036	1070.94777797	1215350.02182	4216.85306185	1760.08859206	9056.75693143	186.825197359	22557.6232978	6.11270480299e-05	0.183115234263	2574631.78979	209.400018985	228.302960799	2592.79542544	0.00478520813576	11.9588255611	1429.97970491	25306.1433191	1957056.909	65562.0741186	146.81374028	23880.0055224	1869.08572851	13128.5492051	0	0	407599.686886	416.778441314	0	726.57348234	0	13503.5092714	802.676839675	5752.81641722	100113.260378	1413.86726138	467.5537534	3874.91431468	960.441116465	5005.78693484	327.67594868	9701.26654952	593480.895938	2903.90307742	1283.43464117	15316.7670139	1556.99775893	7180.8498924
NOx - non combustion - Zinc, unwrought, not alloyed - air	46.8134439403	5971.97468216	1283814.68409	4607.16528891	1582.68947228	11311.8111679	810.217718111	39734.0308635	0.00171861502008	3.75823693797	3825818.12239	42.888462389	63.6986900523	680.112903515	0.000350496445983	115.607404173	1048.28943436	12815.7947613	932688.225417	158852.569206	224.618799385	5307.27247012	1688.61127688	6565.38604267	17.9737299446	0	513368.478305	561.483478671	0	15100.8101068	4.30387834426	17238.0627911	3640.13571123	192081.085455	620372.196877	16256.6408713	5172.37501373	21467.8678147	4870.15124208	44481.2982649	50.5062506586	17070.6848096	321812.149191	3082.33107609	1313.87482173	13854.3664726	1851.63034698	5887.50578237
Ni - non combustion - Agglomeration plant - pellets - air	80.3233682538	55.393816413	20272.5821019	60.5017299566	32.6669893238	305.332563035	35.2667175764	318.209584931	0.000109147983513	0.194696539974	12957.2593824	1.37452929915	1.97215951429	7.78073417623	3.49707278666e-08	7.98611296708	0.870675639042	49.0675493283	12053.6499206	37.106860235	0.825421973352	17.6421265803	1.62189818986	23.201240081	0.00182225381637	0	129.572602107	0	0	1.53428411392	0.000436345642347	3.6217226498	0.919141679285	41.8442917642	1245.0454438	2.86391709925	1.42132157773	6.90666654757	1.11819314841	13.8093958361	0.0921089654708	78.4014074944	3260.88892827	4.06774337795	2.32058421353	16.3144827613	1.45128250461	16.7038783367
Ni - non combustion - Agglomeration plant - sinter - air	665.796317993	888.543153988	212636.497972	516.584797886	188.851534859	2553.86045939	371.449327046	2704.49074287	0.00177172244915	3.14687430136	1074825.96228	33.4780141357	50.3413654326	193.621562869	9.10799041718e-07	218.105652385	31.1292732287	1706.54546498	163301.853179	222.865781128	29.4969625529	559.19870116	52.7525957349	494.047416682	0.167730180825	0	11926.5690576	0	0	141.223878668	0.0401636329887	333.363107538	32.862079961	1496.05930496	44514.1199138	102.393651423	50.8165219687	246.934105444	39.9787687613	493.727442034	3.23723962342	2782.6058494	113396.745361	140.93916608	81.1001114947	567.609920804	50.8121761824	586.751588368
Ni - non combustion - Glass production - air	0.000294268442905	0.366715603575	36.3857006571	0.00212203302101	0.000162826922827	7.34724983789	0.116995192595	1.20177779744	0	0	749.281127775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66503678909	2.25762758859	43.7542996939	0.475172896961	0.196654286635	1.36222185117	0.21980928815	1.96369016381	0	0	0	0	0	0	0	0
Ni - non combustion - Production of coke oven coke - air	612.660877044	1545.43095846	246506.012894	3941.7159995	1306.7419645	6613.65883638	3415.38979749	13243.4923172	0.00512959384875	13.3548193495	2966637.87542	9.18197141208	9.1661093316	1167.04055585	0	27.0495496187	78.2174252057	2028.09603955	158450.393099	665.942955622	252.789732875	2205.99056413	497.220626487	2532.25838768	0.51084618685	0	7597.81937226	0	0	423.597419618	0.122324072277	166.689181285	11.8083978828	2648.12298981	15219.4740474	972.852239518	190.105981861	2075.45794956	919.658018024	12500.7177018	14.3754818595	2786.15324303	19696.2241432	1009.27305793	405.00558683	3606.70597587	856.859327688	1324.32826645
Ni - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	19366.4323239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ni - non combustion - Steel production: basic oxygen furnace - air	15736.4938438	8469.77869626	1532482.92841	5011.69972994	2025.92441729	38560.6854211	5545.81603758	21684.9575471	0.0136336807871	23.9581423944	1125403.69174	470.679219769	737.110274195	2763.95773203	1.35561916867e-05	497.657239492	517.48619739	28276.5369009	2481675.1934	1547.88095578	490.322970058	9156.1586137	866.717452262	7559.49098185	0.0902391983528	0	6416.51982702	0	0	75.9787507325	0.0216081210072	179.350069478	546.291995718	24870.1611215	739992.947318	1702.16955991	844.762694104	4104.97830429	664.598266419	8207.61649809	53.8720967109	46278.275955	1888329.65571	2347.51727546	1350.0917004	9451.78589263	845.785288723	9764.67950526
Ni - non combustion - Steel production: electric arc furnace - air	15529.7201995	9263.49164472	1888652.25073	5829.50188593	2751.18086171	41628.7398469	5745.08690297	27024.1287954	0.174667191213	313.769624611	11755766.0256	378.888270068	167.372659671	1500.53892339	1.06956558451e-08	5590.7316453	795.169842017	43481.5736896	4187542.71173	3103.55333757	753.440228178	14116.3698695	1335.23783591	11837.7193772	0.149270623288	0	10613.9896121	0	0	125.681474187	0.0357434213701	296.674805921	839.432862405	38215.5160653	1137073.95092	2615.55555851	1298.06325541	6307.71403405	1021.22240395	12611.8322518	82.0017088443	70826.2993357	2857228.10842	3544.6586969	2048.56570698	14305.4370505	1284.67027541	14858.8516427
Ni - non combustion - Steel production: open hearth furnace - air	16282.6054778	14299.5631371	2386901.30078	6912.66697642	2351.91236825	45311.5956584	6538.83583161	28083.2071418	0.0015250393243	2.4958779811	321517.665602	204.897975854	332.358340115	1222.80755031	6.19504089786e-06	97.0300607973	10.5684889199	592.318580952	210099.881461	370.445998875	10.0181480437	208.960505904	19.3077610607	257.921344972	0.148388710691	0	10551.2806146	0	0	124.938929721	0.0355322440275	294.922007931	11.1567824087	507.91697165	15112.6876503	34.7629757556	17.2523735273	83.8349272775	13.5729212687	167.622063074	1.11381939734	950.11040306	39340.6673634	49.0359369562	28.0268297924	196.845365322	17.5348360638	201.966068979
PAH - non combustion - Agglomeration plant - pellets - air	1.38740363348	0.956802283498	350.162781759	1.04502988107	0.564247997411	5.27392608878	0.6091523945	5.49634737609	1.88528335159e-06	0.00336294023591	223.807207514	0.0237418697127	0.0340645734288	0.134394499408	6.04039844968e-10	0.137941951249	0.0150389428562	0.847530397488	208.19940772	0.640936676786	0.0142572886306	0.304727640933	0.0280146050977	0.400748692309	3.1475293192e-05	0	2.23807221821	0	0	0.0265012710586	7.53687927689e-06	0.0625570275874	0.0158760835513	0.722765039564	21.505330393	0.049467658987	0.024550099979	0.11929696764	0.0193142452908	0.238525928079	0.00159097303995	1.35420612945	56.3244451245	0.0702610219828	0.0400828182336	0.281795611332	0.0250676068977	0.288521534907
PAH - non combustion - Agglomeration plant - sinter - air	2367.27579731	3159.26454751	756040.881677	1836.74594804	671.472123944	9080.39274448	1320.70871838	9615.96708577	0.00629945759696	11.1888864048	3821603.42144	119.032939149	178.991521538	688.432223533	3.23839659278e-06	775.486764035	110.681860369	6067.71720883	580628.811303	792.411666235	104.878089077	1988.26204857	187.564784835	1756.61303709	0.596373976268	0	42405.5788714	0	0	502.129346374	0.142804028404	1185.29104902	116.842950973	5319.32197318	158272.426361	364.066316172	180.680967	877.987930466	142.146733374	1755.47534945	11.5101853277	9893.70968675	403188.42795	501.117034952	288.355951981	2018.1686073	180.665515315	2086.22786975
PAH - non combustion - Pig iron production, blast furnace - air	56100.8685198	63085.7773657	14656553.1745	33850.359262	16364.7954075	229212.926209	29134.8266194	192869.3128	0.100888757652	181.177841446	49578714.1224	266.224612165	174.441091237	1183.8289241	1.46208233995e-06	12159.3909478	1712.3216158	94357.6145876	12278156.5269	23460.44531	1622.67911557	31485.9105425	2954.87655393	30584.4086772	8.67123620007	0	616574.171958	0	0	7300.92582618	2.07636065605	17234.0495409	1807.63776411	82293.4306107	2448579.16138	5632.34680633	2795.25411235	13583.0542308	2199.10402085	27158.3652178	179.054239511	153422.555593	6293712.25039	7831.69304152	4493.91771151	31498.3034191	2813.9375554	32459.3941594
PAH - non combustion - Production of coke oven coke - air	1837.98263113	4636.29287539	739518.03868	11825.1479985	3920.2258935	19840.9765091	10246.1693925	39730.4769517	0.0153887815462	40.0644580483	8899913.62626	27.5459142362	27.4983279949	3501.12166756	0	81.1486488561	234.652275617	6084.28811863	475351.179297	1997.82886686	758.369198625	6617.97169239	1491.66187946	7596.77516305	1.53253856055	0	22793.4581167	0	0	1270.79225886	0.366972216832	500.067543855	35.4251936485	7944.36896942	45658.4221421	2918.55671856	570.317945583	6226.3738487	2758.97405407	37502.1531054	43.1264455785	8358.45972909	59088.6724297	3027.8191738	1215.01676049	10820.1179276	2570.57798307	3972.98479936
PAH - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	58099.2969715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAH - non combustion - Steel production: basic oxygen furnace - air	12.1049952644	6.51521438174	1178.83302185	3.85515363841	1.55840339792	29.6620657086	4.26601233659	16.6807365747	1.04874467593e-05	0.0184293403034	865.695147494	0.362060938284	0.567007903226	2.12612133233	1.0427839759e-08	0.382813261148	0.398066305685	21.7511822314	1908.980918	1.19067765829	0.377171515429	7.04319893362	0.666705732509	5.81499306297	6.94147679637e-05	0	4.93578448232	0	0	0.0584451928711	1.6621631544e-05	0.137961591906	0.42022461209	19.1308931704	569.225344091	1.30936119993	0.649817457003	3.15767561868	0.511229435706	6.31355115237	0.041440074393	35.5986738115	1452.56127362	1.80578251958	1.03853207723	7.27060453279	0.650604068247	7.51129192712
PAH - non combustion - Steel production: electric arc furnace - air	354965.03313	211736.951879	43169194.3023	133245.757393	62884.133982	951514.053643	131316.272068	617694.372466	3.99239294202	7171.87713395	268703223.443	8660.30331582	3825.66079247	34298.0325347	2.44472133602e-07	127788.151892	18175.3106747	993864.541477	95715261.9824	70938.3620016	17221.4909298	322659.882731	30519.7219636	270576.442907	3.41189996086	0	242605.476847	0	0	2872.71941	0.816992488459	6781.13842104	19187.036855	873497.510064	25990261.7353	59784.1270518	29670.0172665	144176.320778	23342.2263761	288270.45147	1874.32477358	1618886.84196	65308071.0495	81020.7702148	46824.3590166	326981.418298	29363.8920093	339630.894691
PCB - non combustion - Agglomeration plant - pellets - air	26.2876477922	18.1288853715	6634.66323333	19.8005661676	10.6910146878	99.9270206296	11.5418348432	104.141318705	3.57211582407e-05	0.0637188676278	4240.55761604	0.449845952451	0.64543402286	2.54642209404	1.14449654837e-08	2.61363697104	0.284948390959	16.0584706892	3944.83088312	12.1440633496	0.27013810037	5.77378688083	0.530803043955	7.59313311742	0.000596373976268	0	42.4055788714	0	0	0.502129346374	0.000142804028404	1.18529104902	0.300810004129	13.6944954865	407.469417972	0.937281959755	0.465159789075	2.26036359739	0.365954121299	4.51943863728	0.0301447523359	25.6586424527	1067.20001288	1.33126146915	0.759463924426	5.33928526733	0.474965183326	5.46672381929
PCB - non combustion - Agglomeration plant - sinter - air	26.6318527197	35.5417261595	8505.45991887	20.6633919155	7.55406139437	102.154418375	14.8579730818	108.179629715	7.08688979659e-05	0.125874972054	42993.0384913	1.33912056543	2.01365461731	7.74486251474	3.64319616687e-08	8.7242260954	1.24517092915	68.2618185994	6532.07412716	8.91463124513	1.17987850211	22.3679480464	2.11010382939	19.7618966673	0.00670920723302	0	477.062762303	0	0	5.64895514671	0.00160654531955	13.3345243015	1.31448319844	59.8423721983	1780.56479655	4.09574605693	2.03266087875	9.87736421774	1.59915075045	19.7490976814	0.129489584937	111.304233976	4535.86981444	5.6375666432	3.24400445979	22.7043968321	2.0324870473	23.4700635347
PCB - non combustion - Pig iron production, blast furnace - air	44.8806948158	50.4686218926	11725.2425396	27.0802874096	13.091836326	183.370340967	23.3078612955	154.29545024	8.07110061216e-05	0.144942273157	39662.971298	0.212979689732	0.13955287299	0.947063139278	1.16966587197e-09	9.72751275826	1.36985729264	75.48609167	9822.52522148	18.768356248	1.29814329245	25.1887284341	2.36390124314	24.4675269417	0.00693698896006	0	493.259337567	0	0	5.84074066095	0.00166108852484	13.7872396327	1.44611021129	65.8347444885	1958.86332911	4.50587744507	2.23620328988	10.8664433846	1.75928321668	21.7266921743	0.143243391609	122.738044475	5034.96980032	6.26535443321	3.59513416921	25.1986427353	2.25115004432	25.9675153275
PCB - non combustion - Steel production: basic oxygen furnace - air	435.779829521	234.547717742	42437.9887867	138.785530983	56.1025223251	1067.83436551	153.576444117	600.506516689	0.000377548083334	0.663456250924	31165.0253097	13.0341937782	20.4122845162	76.540367964	3.75402231323e-07	13.7812774013	14.3303870046	783.042560332	68723.3130479	42.8643956984	13.5781745554	253.55516161	24.0014063703	209.339750267	0.00249893164669	0	177.688241364	0	0	2.10402694337	0.000598378735584	4.96661730863	15.1280860353	688.712154135	20492.1123873	47.1370031975	23.3934284521	113.676322273	18.4042596854	227.287841486	1.49184267815	1281.55225721	52292.2058503	65.0081707051	37.3871547805	261.74176318	23.4217464569	270.406509376
PCB - non combustion - Steel production: electric arc furnace - air	177.482516565	105.86847594	21584.5971512	66.6228786964	31.442066991	475.757026821	65.658136034	308.847186233	0.00199619647101	3.58593856698	134351.611721	4.33015165792	1.91283039624	17.1490162673	1.22236066801e-10	63.8940759462	9.08765533734	496.932270738	47857.6309912	35.4691810008	8.61074546489	161.329941365	15.2598609818	135.288221453	0.00170594998043	0	121.302738424	0	0	1.436359705	0.00040849624423	3.39056921052	9.59351842749	436.748755032	12995.1308676	29.8920635259	14.8350086332	72.0881603891	11.6711131881	144.135225735	0.937162386791	809.44342098	32654.0355248	40.5103851074	23.4121795083	163.490709149	14.6819460046	169.815447346
PCDD/F - non combustion - Agglomeration plant - pellets - air	4.16221090042e-05	2.87040685049e-05	0.0105048834528	3.13508964321e-05	1.69274399223e-05	0.000158217782663	1.8274571835e-05	0.000164890421283	5.65585005477e-11	1.00888207077e-07	0.00671421622541	7.1225609138e-07	1.02193720286e-06	4.03183498224e-06	1.8121195349e-14	4.13825853748e-06	4.51168285686e-07	2.54259119247e-05	0.0062459822316	1.92281003036e-05	4.27718658919e-07	9.14182922799e-06	8.40438152929e-07	1.20224607693e-05	9.44258795758e-10	0	6.71421665464e-05	0	0	7.95038131759e-07	2.26106378307e-10	1.87671082762e-06	4.76282506538e-07	2.16829511869e-05	0.00064515991179	1.48402976961e-06	7.3650299937e-07	3.57890902919e-06	5.79427358723e-07	7.15577784236e-06	4.77291911985e-08	4.06261838834e-05	0.00168973335373	2.10783065949e-06	1.20248454701e-06	8.45386833995e-06	7.52028206932e-07	8.6556460472e-06
PCDD/F - non combustion - Agglomeration plant - sinter - air	0.0133159263599	0.0177708630798	4.25272995943	0.0103316959577	0.00377703069718	0.0510772091877	0.00742898654091	0.0540898148575	3.5434448983e-08	6.2937486027e-05	21.4965192456	0.000669560282713	0.00100682730865	0.00387243125737	1.82159808343e-11	0.0043621130477	0.000622585464573	0.0341309092997	3.26603706358	0.00445731562257	0.000589939251057	0.0111839740232	0.0010550519147	0.00988094833364	3.35460361651e-06	0	0.238531381152	0	0	0.00282447757335	8.03272659774e-07	0.00666726215077	0.00065724159922	0.0299211860992	0.890282398276	0.00204787302847	0.00101633043937	0.00493868210888	0.000799575375227	0.00987454884069	6.47447924684e-05	0.0556521169879	2.26793490721	0.0028187833216	0.00162200222989	0.0113521984161	0.00101624352365	0.0117350317674
PCDD/F - non combustion - Pig iron production, blast furnace - air	4.48806948158e-05	5.04686218926e-05	0.0117252425396	2.70802874096e-05	1.3091836326e-05	0.000183370340967	2.33078612955e-05	0.00015429545024	8.07110061216e-11	1.44942273157e-07	0.039662971298	2.12979689732e-07	1.3955287299e-07	9.47063139278e-07	1.16966587197e-15	9.72751275826e-06	1.36985729264e-06	7.548609167e-05	0.00982252522148	1.8768356248e-05	1.29814329245e-06	2.51887284341e-05	2.36390124314e-06	2.44675269417e-05	6.93698896006e-09	0	0.000493259337567	0	0	5.84074066095e-06	1.66108852484e-09	1.37872396327e-05	1.44611021129e-06	6.58347444885e-05	0.00195886332911	4.50587744507e-06	2.23620328988e-06	1.08664433846e-05	1.75928321668e-06	2.17266921743e-05	1.43243391609e-07	0.000122738044475	0.00503496980032	6.26535443321e-06	3.59513416921e-06	2.51986427353e-05	2.25115004432e-06	2.59675153275e-05
PCDD/F - non combustion - Secondary aluminium production - air	0.000204760837806	0.000157397548581	0.0642600512739	0.000201375564949	0.000126329401352	0.00112303265548	5.21090112841e-05	0.000751934108552	8.06497418445e-13	1.61721279676e-09	0.0463126900105	1.05416764522e-06	1.72129603912e-06	1.15574947989e-05	1.23535210807e-11	3.37213461045e-06	3.49980604761e-05	0.000381826576569	0.0655242779917	7.07085170568e-05	1.81267721521e-05	0.000265264242479	4.93628436335e-05	0.000303110139552	8.39096480613e-08	0	0.00178246336076	1.1264920421e-06	0	6.7891687343e-05	2.00924859936e-08	4.63405812455e-05	5.84650811707e-05	0.000610331636413	0.0146393775023	8.39535362573e-05	3.00103619374e-05	0.000101238250196	4.97621973363e-05	0.000336456685157	2.59614469984e-05	0.000975491926914	0.03880379371	0.000106763013195	4.15023537657e-05	0.000733595302254	7.93003256469e-05	0.00042412731532
PCDD/F - non combustion - Steel production: basic oxygen furnace - air	0.000968399621157	0.000521217150539	0.0943066417483	0.000308412291073	0.000124672271833	0.00237296525669	0.000341280986927	0.00133445892598	8.38995740742e-10	1.47434722427e-06	0.0692556117996	2.89648750627e-05	4.53606322582e-05	0.000170089706587	8.34227180719e-13	3.06250608918e-05	3.18453044548e-05	0.00174009457852	0.15271847344	9.52542126631e-05	3.01737212343e-05	0.00056345591469	5.33364586007e-05	0.000465199445037	5.5531814371e-09	0	0.000394862758586	0	0	4.67561542969e-06	1.32973052352e-09	1.10369273525e-05	3.36179689673e-05	0.00153047145363	0.0455380275272	0.000104748895994	5.19853965603e-05	0.000252614049495	4.08983548565e-05	0.000505084092191	3.31520595144e-06	0.00284789390492	0.11620490189	0.000144462601567	8.30825661787e-05	0.000581648362623	5.20483254598e-05	0.00060090335417
PCDD/F - non combustion - Steel production: electric arc furnace - air	0.0177482516565	0.010586847594	2.15845971512	0.00666228786964	0.0031442066991	0.0475757026821	0.0065658136034	0.0308847186233	1.99619647101e-07	0.000358593856698	13.4351611721	0.000433015165792	0.000191283039624	0.00171490162673	1.22236066801e-14	0.00638940759462	0.000908765533734	0.0496932270738	4.78576309912	0.00354691810008	0.000861074546489	0.0161329941365	0.00152598609818	0.0135288221453	1.70594998043e-07	0	0.0121302738424	0	0	0.0001436359705	4.0849624423e-08	0.000339056921052	0.000959351842749	0.0436748755032	1.29951308676	0.00298920635259	0.00148350086332	0.00720881603891	0.00116711131881	0.0144135225735	9.37162386791e-05	0.080944342098	3.26540355248	0.00405103851074	0.00234121795083	0.0163490709149	0.00146819460046	0.0169815447346
PM10 - non combustion - Agglomeration plant - pellets - air	182553.109668	125895.037302	46074050.2315	137503.931719	74243.157554	693937.643261	80151.6308555	723203.602118	0.248063598893	442.492136304	29448316.7781	3123.93022535	4482.18071431	17683.4867642	7.94789269695e-05	18150.2567433	1978.80827055	111517.157564	27394658.9105	84333.7732614	1875.95903035	40095.742228	3686.13224969	52730.0910932	4.1414859463	0	294483.186607	0	0	3487.00934982	0.991694641694	8231.18784045	2088.95836201	95100.6631006	2829648.73592	6508.9024983	3230.27631303	15696.9694263	2541.34806458	31384.9905367	209.338557888	178185.017032	7411111.20058	9244.87131354	5274.05503074	37078.3699121	3298.36932865	37963.3598562
PM10 - non combustion - Agglomeration plant - sinter - air	739773.686659	987270.171097	236262775.524	573983.108762	209835.038732	2837622.73265	412721.474495	3004989.71431	1.96858049905	3496.52700151	1194251069.2	37197.7934841	55934.8504807	215135.069854	0.00101199893524	242339.613761	34588.0813652	1896161.62776	181446503.532	247628.645698	32774.4028365	621331.890178	58613.995261	548941.574091	186.366867584	0	13251743.3973	0	0	156915.420742	44.6262588763	370403.45282	36513.4221789	1662288.11662	49460133.2375	113770.723804	56462.8021874	274371.228271	44420.8541793	548586.046705	3596.93291491	3091784.27711	125996383.735	156599.073422	90111.2349941	630677.689782	56457.973536	651946.209298
